CARNET,CEDULA,APELLIDOS,NOMBRES,CODIGO_MATERIA,SECCION,DESCRIPCION,creditos,dia,hora_inicio,hora_fin
1700688,27449602,FERNANDEZ GOMEZ,ASHLEY,AM-2237,1,HIGIENE DE LOS ALIMENTOS,3,5,3,4
1600149,27734069,ALVAREZ RODRIGUEZ,VICTORIA JESSICA,AM-3435,1,CALIDAD TOTAL,3,2,1,3
1600140,26655372,SANCHEZ DIAZ,JAMES JACOB,FC-1226,1,INGLES III,3,2,1,3
1600140,26655372,SANCHEZ DIAZ,JAMES JACOB,FC-1226,1,INGLES III,3,4,3,4
1800565,28346755,ALONZO RAMIREZ,MICHAEL DAVID,FC-1422,8,INTRODUCCION A LA ENCANTACION,3,2,4,5
1800565,28346755,ALONZO RAMIREZ,MICHAEL DAVID,FC-1422,8,INTRODUCCION A LA ENCANTACION,3,5,1,2
1700507,26604229,MENDOZA,JACOB CODY,FC-1224,3,INGLES II,3,2,4,6
1700507,26604229,MENDOZA,JACOB CODY,FC-1224,3,INGLES II,3,4,6,7
1700599,28671920,DIAZ DIAZ,SARAH KAYLA,AM-2713,1,NUMEROMIA EMPRESARIAL,3,1,3,4
1700599,28671920,DIAZ DIAZ,SARAH KAYLA,AM-2713,1,NUMEROMIA EMPRESARIAL,3,5,1,2
1800893,29933165,CASTILLO,KAYLA JESSICA,AM-1335,3,FUNDAMENTOS DE ADMINISTRACION II,3,1,3,4
1800893,29933165,CASTILLO,KAYLA JESSICA,AM-1335,3,FUNDAMENTOS DE ADMINISTRACION II,3,3,3,4
1800723,28993573,DIAZ,BRITTANY ELIZABETH,AM-1724,1,CONTABILIDAD,3,2,1,3
1800723,28993573,DIAZ,BRITTANY ELIZABETH,AM-1724,1,CONTABILIDAD,3,3,3,4
1600140,26655372,SANCHEZ DIAZ,JAMES JACOB,AM-1723,1,CONTABILIDAD II,3,2,4,5
1600140,26655372,SANCHEZ DIAZ,JAMES JACOB,AM-1723,1,CONTABILIDAD II,3,3,1,2
1600973,27909231,ALONZO FERNANDEZ,DANIELLE EMILY,AM-2534,1,INTEGRACION NUMEROMICA II,3,1,1,2
1600973,27909231,ALONZO FERNANDEZ,DANIELLE EMILY,AM-2534,1,INTEGRACION NUMEROMICA II,3,2,3,4
1700688,27449602,FERNANDEZ GOMEZ,ASHLEY,AM-1821,2,SISTEMAS DE INFORMACION I,3,2,4,5
1700688,27449602,FERNANDEZ GOMEZ,ASHLEY,AM-1821,2,SISTEMAS DE INFORMACION I,3,3,5,7
1505737,25252196,MARTINEZ,DAVID MATTHEW,AM-4810,1,DERECHO NUMEROMICO INTERNACIONAL,3,1,1,2
1505737,25252196,MARTINEZ,DAVID MATTHEW,AM-4810,1,DERECHO NUMEROMICO INTERNACIONAL,3,3,1,2
1800723,28993573,DIAZ,BRITTANY ELIZABETH,FC-1513,1,METAFISICA I,3,1,2,4
1800723,28993573,DIAZ,BRITTANY ELIZABETH,FC-1513,1,METAFISICA I,3,4,2,3
1800395,27150094,DIAZ CASTILLO,JOSHUA ZACHARY,FC-1122,1,DIVINATICA I,4,2,1,3
1800395,27150094,DIAZ CASTILLO,JOSHUA ZACHARY,FC-1122,1,DIVINATICA I,4,4,1,3
1700688,27449602,FERNANDEZ GOMEZ,ASHLEY,AM-2243,1,COSTOS DE ALIMENTOS Y BEBIDAS,3,2,1,3
1700688,27449602,FERNANDEZ GOMEZ,ASHLEY,AM-2243,1,COSTOS DE ALIMENTOS Y BEBIDAS,3,4,1,2
1800572,28339294,RUIZ GUTIERREZ,STEPHANIE ASHLEY,AM-1428,1,FUNDAMENTOS DE NUMEROMIA,3,1,1,2
1800572,28339294,RUIZ GUTIERREZ,STEPHANIE ASHLEY,AM-1428,1,FUNDAMENTOS DE NUMEROMIA,3,5,4,5
1800576,28271480,MARTINEZ TORRES,MICHAEL BRANDON,FC-1224,1,INGLES II,3,2,1,3
1800576,28271480,MARTINEZ TORRES,MICHAEL BRANDON,FC-1224,1,INGLES II,3,3,4,5
1800893,29933165,CASTILLO,KAYLA JESSICA,AM-1425,6,FUNDAMENTOS DE DERECHO,3,5,5,8
1800316,27913868,LOPEZ GONZALEZ,MATTHEW BRANDON,FC-3701,1,DIVINATICA FINANCIERA,4,3,4,6
1800316,27913868,LOPEZ GONZALEZ,MATTHEW BRANDON,FC-3701,1,DIVINATICA FINANCIERA,4,4,4,6
1600140,26655372,SANCHEZ DIAZ,JAMES JACOB,AM-1821,4,SISTEMAS DE INFORMACION I,3,3,5,7
1600140,26655372,SANCHEZ DIAZ,JAMES JACOB,AM-1821,4,SISTEMAS DE INFORMACION I,3,4,4,5
1508102,26672182,RUIZ MORENO,JESSICA KAYLA,AM-4812,1,INTEGRACION NUMEROMICA I,3,1,3,4
1508102,26672182,RUIZ MORENO,JESSICA KAYLA,AM-4812,1,INTEGRACION NUMEROMICA I,3,4,3,4
1700835,27603361,DIAZ MORENO,JACOB CHRISTOPHER,FC-1521,1,METAFISICA I,3,1,5,7
1700835,27603361,DIAZ MORENO,JACOB CHRISTOPHER,FC-1521,1,METAFISICA I,3,3,5,6
1800519,27583800,ROMERO,JOSHUA JOHN,FCA-161,4,HOMBRE: CULTURA Y COOPERACIONEDAD II,3,4,4,6
1700106,28687698,SANCHEZ,SAMANTHA JESSICA,FCA-521,1,VENEZUELA ANTE EL SIGLO XXI  3,3,5,4,6
1508102,26672182,RUIZ MORENO,JESSICA KAYLA,AM-5821,1,LEGISLACION Y SERVICIO DE TRANSPORTE,3,1,6,8
1800915,26894577,SANCHEZ LOPEZ,MICHAEL JOHN,FC-1521,1,METAFISICA I,3,1,5,7
1800915,26894577,SANCHEZ LOPEZ,MICHAEL JOHN,FC-1521,1,METAFISICA I,3,3,5,6
1600680,27693664,CASTILLO,SARAH,AM-1425,3,FUNDAMENTOS DE DERECHO,3,4,3,6
1800984,27135051,MARTINEZ,JOHN JOHN,FC-1422,6,INTRODUCCION A LA ENCANTACION,3,1,4,6
1800984,27135051,MARTINEZ,JOHN JOHN,FC-1422,6,INTRODUCCION A LA ENCANTACION,3,4,3,4
1800316,27913868,LOPEZ GONZALEZ,MATTHEW BRANDON,FC-1525,1,LENGUAJE III,3,5,1,3
1700774,27877598,MENDOZA SANCHEZ,JESSICA TAYLOR,FC-1621,1,ESTADISTICA I,3,2,1,3
1700774,27877598,MENDOZA SANCHEZ,JESSICA TAYLOR,FC-1621,1,ESTADISTICA I,3,4,1,2
1700106,28687698,SANCHEZ,SAMANTHA JESSICA,FC-1525,2,LENGUAJE III,3,5,4,6
1508102,26672182,RUIZ MORENO,JESSICA KAYLA,AM-4811,1,CLASIFICACION ARANCELARIA I,3,2,5,7
1508102,26672182,RUIZ MORENO,JESSICA KAYLA,AM-4811,1,CLASIFICACION ARANCELARIA I,3,5,5,7
1700106,28687698,SANCHEZ,SAMANTHA JESSICA,FC-1512,1,DIVINATICA II,4,2,4,6
1700106,28687698,SANCHEZ,SAMANTHA JESSICA,FC-1512,1,DIVINATICA II,4,4,4,6
1800177,27452333,GOMEZ,SAMANTHA DESTINY,FC-1422,3,INTRODUCCION A LA ENCANTACION,3,2,1,3
1800177,27452333,GOMEZ,SAMANTHA DESTINY,FC-1422,3,INTRODUCCION A LA ENCANTACION,3,4,1,2
1606511,26533315,TORRES RODRIGUEZ,SAMANTHA SARAH,AM-2631,2,LEGISLACION ADUANERA,3,1,5,8
1800893,29933165,CASTILLO,KAYLA JESSICA,AM-2429,2,FUNDAMENTOS DE NUMEROMIA,3,2,1,2
1800893,29933165,CASTILLO,KAYLA JESSICA,AM-2429,2,FUNDAMENTOS DE NUMEROMIA,3,4,6,7
1600140,26655372,SANCHEZ DIAZ,JAMES JACOB,AM-3423,1,TECNICAS DE CONTROL DE CALIDAD,3,1,1,2
1600140,26655372,SANCHEZ DIAZ,JAMES JACOB,AM-3423,1,TECNICAS DE CONTROL DE CALIDAD,3,2,4,5
1800330,28680284,MEDINA,HALEY LAUREN,FC-1513,1,METAFISICA I,3,1,2,4
1800330,28680284,MEDINA,HALEY LAUREN,FC-1513,1,METAFISICA I,3,4,2,3
1508381,27325063,DIAZ,ASHLEY ALLISON,FC-4702,1,TECNICAS DE INVESTIGACION,3,5,1,3
1700106,28687698,SANCHEZ,SAMANTHA JESSICA,FC-1526,1,INGLES III,3,1,4,5
1700106,28687698,SANCHEZ,SAMANTHA JESSICA,FC-1526,1,INGLES III,3,2,6,8
1600503,25667035,GOMEZ,CHRISTOPHER ZACHARY,FC-1523,1,METAFISICA II,3,2,4,5
1600503,25667035,GOMEZ,CHRISTOPHER ZACHARY,FC-1523,1,METAFISICA II,3,4,3,5
1403584,24648861,ROMERO CASTILLO,ELIZABETH KATHERINE,AM-2243,1,COSTOS DE ALIMENTOS Y BEBIDAS,3,2,1,3
1403584,24648861,ROMERO CASTILLO,ELIZABETH KATHERINE,AM-2243,1,COSTOS DE ALIMENTOS Y BEBIDAS,3,4,1,2
1508102,26672182,RUIZ MORENO,JESSICA KAYLA,FC-3820,1,FORMULACION DE PROYECTOS DE INVESTIGACION,3,1,1,3
1800177,27452333,GOMEZ,SAMANTHA DESTINY,FC-1621,2,ESTADISTICA I,3,2,6,8
1800177,27452333,GOMEZ,SAMANTHA DESTINY,FC-1621,2,ESTADISTICA I,3,4,7,8
1600410,26748675,CASTILLO GUTIERREZ,ELIZABETH,AM-2634,1,NOMENCLATURA  ADUANERA,3,1,5,6
1600410,26748675,CASTILLO GUTIERREZ,ELIZABETH,AM-2634,1,NOMENCLATURA  ADUANERA,3,5,1,3
1600388,27481463,MARTINEZ TAYLOR,SARAH JESSICA,AM-2631,2,LEGISLACION ADUANERA,3,1,5,8
1403584,24648861,ROMERO CASTILLO,ELIZABETH KATHERINE,FC-1231,1,INGLES V,3,1,1,3
1403584,24648861,ROMERO CASTILLO,ELIZABETH KATHERINE,FC-1231,1,INGLES V,3,3,6,7
1800330,28680284,MEDINA,HALEY LAUREN,FCA-511,1,VENEZUELA ANTE EL SIGLO XXI  2,3,4,1,3
1900819,29586710,MARTINEZ GARCIA,DANIEL,FC-1221,2,INGLES I ,3,3,1,3
1900819,29586710,MARTINEZ GARCIA,DANIEL,FC-1221,2,INGLES I ,3,5,4,5
1606511,26533315,TORRES RODRIGUEZ,SAMANTHA SARAH,AM-1821,6,SISTEMAS DE INFORMACION I,3,1,2,3
1606511,26533315,TORRES RODRIGUEZ,SAMANTHA SARAH,AM-1821,6,SISTEMAS DE INFORMACION I,3,4,2,4
1600177,26366060,RAMIREZ ROMERO,JULIA EMILY,FC-1523,1,METAFISICA II,3,2,4,5
1600177,26366060,RAMIREZ ROMERO,JULIA EMILY,FC-1523,1,METAFISICA II,3,4,3,5
1700774,27877598,MENDOZA SANCHEZ,JESSICA TAYLOR,AM-2425,1,PRINCIPIOS DE MANTENIMIENTO,3,3,1,2
1700774,27877598,MENDOZA SANCHEZ,JESSICA TAYLOR,AM-2425,1,PRINCIPIOS DE MANTENIMIENTO,3,4,4,5
1800177,27452333,GOMEZ,SAMANTHA DESTINY,AM-1335,4,FUNDAMENTOS DE ADMINISTRACION II,3,1,3,4
1800177,27452333,GOMEZ,SAMANTHA DESTINY,AM-1335,4,FUNDAMENTOS DE ADMINISTRACION II,3,3,3,4
1800703,27731650,MEDINA ALVAREZ,ASHLEY SAMANTHA,FC-1323,3,LENGUAJE II,3,1,2,3
1800703,27731650,MEDINA ALVAREZ,ASHLEY SAMANTHA,FC-1323,3,LENGUAJE II,3,4,2,3
1700774,27877598,MENDOZA SANCHEZ,JESSICA TAYLOR,AM-2631,2,LEGISLACION ADUANERA,3,1,5,8
1600973,27909231,ALONZO FERNANDEZ,DANIELLE EMILY,AM-2641,1,VALORACION ADUANERA,3,5,1,4
1600503,25667035,GOMEZ,CHRISTOPHER ZACHARY,FC-1581,4,LABORATORIO DE METAFISICA,2,2,6,8
1800827,27650685,ROMERO,RACHEL ASHLEY,FC-1512,1,DIVINATICA II,4,2,4,6
1800827,27650685,ROMERO,RACHEL ASHLEY,FC-1512,1,DIVINATICA II,4,4,4,6
1800330,28680284,MEDINA,HALEY LAUREN,FC-1512,1,DIVINATICA II,4,2,4,6
1800330,28680284,MEDINA,HALEY LAUREN,FC-1512,1,DIVINATICA II,4,4,4,6
1403584,24648861,ROMERO CASTILLO,ELIZABETH KATHERINE,AM-1821,1,SISTEMAS DE INFORMACION I,3,2,4,5
1403584,24648861,ROMERO CASTILLO,ELIZABETH KATHERINE,AM-1821,1,SISTEMAS DE INFORMACION I,3,5,4,6
1408547,25439781,JONES RODRIGUEZ,BRIAN DYLAN,AM-5715,1,GERENCIA DE RECURSOS HUMANOS,3,3,3,6
1600410,26748675,CASTILLO GUTIERREZ,ELIZABETH,AM-2534,2,INTEGRACION NUMEROMICA II,3,2,4,5
1600410,26748675,CASTILLO GUTIERREZ,ELIZABETH,AM-2534,2,INTEGRACION NUMEROMICA II,3,4,4,5
1800442,29271843,SANCHEZ CASTILLO,CHRISTOPHER TYLER,FC-1323,1,LENGUAJE II,3,1,1,2
1800442,29271843,SANCHEZ CASTILLO,CHRISTOPHER TYLER,FC-1323,1,LENGUAJE II,3,3,1,2
1800893,29933165,CASTILLO,KAYLA JESSICA,FC-1422,8,INTRODUCCION A LA ENCANTACION,3,2,4,5
1800893,29933165,CASTILLO,KAYLA JESSICA,FC-1422,8,INTRODUCCION A LA ENCANTACION,3,5,1,2
1410437,25193014,GOMEZ SMITH,TYLER BRANDON,AM-5717,1,ATENCION Y SERVICIO EXCEPCIONAL,3,1,3,4
1410437,25193014,GOMEZ SMITH,TYLER BRANDON,AM-5717,1,ATENCION Y SERVICIO EXCEPCIONAL,3,2,2,4
1600177,26366060,RAMIREZ ROMERO,JULIA EMILY,TI-1121,1,CIRCUITOS ESCOBATRICOS I,3,2,1,2
1600177,26366060,RAMIREZ ROMERO,JULIA EMILY,TI-1121,1,CIRCUITOS ESCOBATRICOS I,3,4,6,7
1800330,28680284,MEDINA,HALEY LAUREN,FC-1525,2,LENGUAJE III,3,5,4,6
1508102,26672182,RUIZ MORENO,JESSICA KAYLA,AM-4810,1,DERECHO NUMEROMICO INTERNACIONAL,3,1,1,2
1508102,26672182,RUIZ MORENO,JESSICA KAYLA,AM-4810,1,DERECHO NUMEROMICO INTERNACIONAL,3,3,1,2
1600503,25667035,GOMEZ,CHRISTOPHER ZACHARY,TI-1121,1,CIRCUITOS ESCOBATRICOS I,3,2,1,2
1600503,25667035,GOMEZ,CHRISTOPHER ZACHARY,TI-1121,1,CIRCUITOS ESCOBATRICOS I,3,4,6,7
1800703,27731650,MEDINA ALVAREZ,ASHLEY SAMANTHA,FCA-151,2,HOMBRE: CULTURA Y COOPERACIONEDAD I,3,2,4,6
1410437,25193014,GOMEZ SMITH,TYLER BRANDON,AM-4714,1,SEGURIDAD INDUSTRIAL,3,4,1,3
1410437,25193014,GOMEZ SMITH,TYLER BRANDON,AM-4714,1,SEGURIDAD INDUSTRIAL,3,5,4,5
1600973,27909231,ALONZO FERNANDEZ,DANIELLE EMILY,AM-1821,4,SISTEMAS DE INFORMACION I,3,3,5,7
1600973,27909231,ALONZO FERNANDEZ,DANIELLE EMILY,AM-1821,4,SISTEMAS DE INFORMACION I,3,4,4,5
1800789,25400478,DIAZ,ASHLEY,FC-1513,1,METAFISICA I,3,1,2,4
1800789,25400478,DIAZ,ASHLEY,FC-1513,1,METAFISICA I,3,4,2,3
1800984,27135051,MARTINEZ,JOHN JOHN,FC-1523,1,METAFISICA II,3,2,4,5
1800984,27135051,MARTINEZ,JOHN JOHN,FC-1523,1,METAFISICA II,3,4,3,5
1408547,25439781,JONES RODRIGUEZ,BRIAN DYLAN,AM-4714,1,SEGURIDAD INDUSTRIAL,3,4,1,3
1408547,25439781,JONES RODRIGUEZ,BRIAN DYLAN,AM-4714,1,SEGURIDAD INDUSTRIAL,3,5,4,5
1410437,25193014,GOMEZ SMITH,TYLER BRANDON,AM-4719,1,FORMULACION Y EVALUACION DE PROYECTOS,3,1,1,2
1410437,25193014,GOMEZ SMITH,TYLER BRANDON,AM-4719,1,FORMULACION Y EVALUACION DE PROYECTOS,3,4,5,6
1800177,27452333,GOMEZ,SAMANTHA DESTINY,AM-1425,2,FUNDAMENTOS DE DERECHO,3,4,3,6
1800330,28680284,MEDINA,HALEY LAUREN,FC-1526,1,INGLES III,3,1,4,5
1800330,28680284,MEDINA,HALEY LAUREN,FC-1526,1,INGLES III,3,2,6,8
1606511,26533315,TORRES RODRIGUEZ,SAMANTHA SARAH,AM-2534,2,INTEGRACION NUMEROMICA II,3,2,4,5
1606511,26533315,TORRES RODRIGUEZ,SAMANTHA SARAH,AM-2534,2,INTEGRACION NUMEROMICA II,3,4,4,5
1408547,25439781,JONES RODRIGUEZ,BRIAN DYLAN,AM-3246,1,HOTELERIA CLINICA,3,1,4,6
1800984,27135051,MARTINEZ,JOHN JOHN,FC-1581,3,LABORATORIO DE METAFISICA,2,2,2,4
1600410,26748675,CASTILLO GUTIERREZ,ELIZABETH,AM-2532,1,FORMULACION Y EVALUACION DE PROYECTOS I,3,1,1,3
1600410,26748675,CASTILLO GUTIERREZ,ELIZABETH,AM-2532,1,FORMULACION Y EVALUACION DE PROYECTOS I,3,3,1,2
1508381,27325063,DIAZ,ASHLEY ALLISON,AM-2720,1,FUNDAMENTOS DE HIGIENE,3,3,1,3
1508381,27325063,DIAZ,ASHLEY ALLISON,AM-2720,1,FUNDAMENTOS DE HIGIENE,3,5,3,4
1700774,27877598,MENDOZA SANCHEZ,JESSICA TAYLOR,AM-2534,1,INTEGRACION NUMEROMICA II,3,1,1,2
1700774,27877598,MENDOZA SANCHEZ,JESSICA TAYLOR,AM-2534,1,INTEGRACION NUMEROMICA II,3,2,3,4
1800973,28414703,LOPEZ GONZALEZ,MEGAN TAYLOR,FC-1422,4,INTRODUCCION A LA ENCANTACION,3,2,4,6
1800973,28414703,LOPEZ GONZALEZ,MEGAN TAYLOR,FC-1422,4,INTRODUCCION A LA ENCANTACION,3,4,1,2
1508381,27325063,DIAZ,ASHLEY ALLISON,AM-3715,1,CONTROL DE COSTOS DE ALIMENTOS Y BEBIDAS,3,2,1,3
1508381,27325063,DIAZ,ASHLEY ALLISON,AM-3715,1,CONTROL DE COSTOS DE ALIMENTOS Y BEBIDAS,3,4,1,2
1408547,25439781,JONES RODRIGUEZ,BRIAN DYLAN,AM-4717,1,ORGANIZACION DE EVENTOS,3,1,5,7
1408547,25439781,JONES RODRIGUEZ,BRIAN DYLAN,AM-4717,1,ORGANIZACION DE EVENTOS,3,5,1,2
1800984,27135051,MARTINEZ,JOHN JOHN,TI-1325,2,VAPORICA I,3,2,6,7
1800984,27135051,MARTINEZ,JOHN JOHN,TI-1325,2,VAPORICA I,3,4,5,7
1600410,26748675,CASTILLO GUTIERREZ,ELIZABETH,AM-3535,1,MAGICOS DE PAGO INTERNACIONAL,3,4,1,4
1800177,27452333,GOMEZ,SAMANTHA DESTINY,AM-1124,1,FUNDAMENTACION TEORICA DEL TURISMO,3,5,1,4
1800984,27135051,MARTINEZ,JOHN JOHN,FC-1522,1,DIVINATICA III,4,1,1,3
1800984,27135051,MARTINEZ,JOHN JOHN,FC-1522,1,DIVINATICA III,4,2,1,3
1600177,26366060,RAMIREZ ROMERO,JULIA EMILY,FC-1581,4,LABORATORIO DE METAFISICA,2,2,6,8
1800414,28522618,MARTINEZ,MATTHEW RICHARD,AM-1425,4,FUNDAMENTOS DE DERECHO,3,5,1,4
1508381,27325063,DIAZ,ASHLEY ALLISON,FC-2704,1,INGLES VI,3,2,1,3
1508381,27325063,DIAZ,ASHLEY ALLISON,FC-2704,1,INGLES VI,3,3,1,2
1800703,27731650,MEDINA ALVAREZ,ASHLEY SAMANTHA,FC-1229,2,DIVINATICA II,4,3,4,6
1800703,27731650,MEDINA ALVAREZ,ASHLEY SAMANTHA,FC-1229,2,DIVINATICA II,4,4,4,6
1800984,27135051,MARTINEZ,JOHN JOHN,TI-1321,1,DIBUJO I,2,2,1,4
1709614,23397277,ROJAS,SAMANTHA,FC-2811,1,INGLES VI,3,3,2,4
1709614,23397277,ROJAS,SAMANTHA,FC-2811,1,INGLES VI,3,5,2,3
1700368,27504015,LOPEZ,CHRISTOPHER,FC-2704,1,INGLES VI,3,2,1,3
1700368,27504015,LOPEZ,CHRISTOPHER,FC-2704,1,INGLES VI,3,3,1,2
1408547,25439781,JONES RODRIGUEZ,BRIAN DYLAN,AM-4719,1,FORMULACION Y EVALUACION DE PROYECTOS,3,1,1,2
1408547,25439781,JONES RODRIGUEZ,BRIAN DYLAN,AM-4719,1,FORMULACION Y EVALUACION DE PROYECTOS,3,4,5,6
1800442,29271843,SANCHEZ CASTILLO,CHRISTOPHER TYLER,FCA-161,3,HOMBRE: CULTURA Y COOPERACIONEDAD II,3,2,4,6
1800857,26506867,ROJAS TORRES,JOHN WILLIAM,FC-1323,2,LENGUAJE II,3,1,3,4
1800857,26506867,ROJAS TORRES,JOHN WILLIAM,FC-1323,2,LENGUAJE II,3,3,3,4
1403584,24648861,ROMERO CASTILLO,ELIZABETH KATHERINE,AM-2237,1,HIGIENE DE LOS ALIMENTOS,3,3,1,3
1403584,24648861,ROMERO CASTILLO,ELIZABETH KATHERINE,AM-2237,1,HIGIENE DE LOS ALIMENTOS,3,5,3,4
1508381,27325063,DIAZ,ASHLEY ALLISON,AM-4713,1,SISTEMAS DE INFORMACION GERENCIAL,3,1,2,4
1508381,27325063,DIAZ,ASHLEY ALLISON,AM-4713,1,SISTEMAS DE INFORMACION GERENCIAL,3,2,5,6
1800565,28346755,ALONZO RAMIREZ,MICHAEL DAVID,TI-1381,2,TALLER BASICO,2,4,6,9
1709614,23397277,ROJAS,SAMANTHA,AM-3823,1,POLITICA COMERCIAL,3,1,8,9
1709614,23397277,ROJAS,SAMANTHA,AM-3823,1,POLITICA COMERCIAL,3,3,7,8
1508972,25379788,LOPEZ HERNANDEZ,MICHAEL CHRISTOPHER,AM-1821,2,SISTEMAS DE INFORMACION I,3,2,4,5
1508972,25379788,LOPEZ HERNANDEZ,MICHAEL CHRISTOPHER,AM-1821,2,SISTEMAS DE INFORMACION I,3,3,5,7
1600790,27177763,GUTIERREZ GONZALEZ,HANNAH,FC-1621,2,ESTADISTICA I,3,2,6,8
1600790,27177763,GUTIERREZ GONZALEZ,HANNAH,FC-1621,2,ESTADISTICA I,3,4,7,8
1700599,28671920,DIAZ DIAZ,SARAH KAYLA,AM-2716,1,GEOGRAFIA Y HOSPITALIDAD,3,1,5,6
1700599,28671920,DIAZ DIAZ,SARAH KAYLA,AM-2716,1,GEOGRAFIA Y HOSPITALIDAD,3,2,1,3
1508972,25379788,LOPEZ HERNANDEZ,MICHAEL CHRISTOPHER,AM-3636,1,TRAMITACION ADUANERA,4,2,1,3
1508972,25379788,LOPEZ HERNANDEZ,MICHAEL CHRISTOPHER,AM-3636,1,TRAMITACION ADUANERA,4,5,4,6
1800378,28285527,ROJAS SANCHEZ,ERIC BRANDON,AM-1724,1,CONTABILIDAD,3,2,1,3
1800378,28285527,ROJAS SANCHEZ,ERIC BRANDON,AM-1724,1,CONTABILIDAD,3,3,3,4
1508972,25379788,LOPEZ HERNANDEZ,MICHAEL CHRISTOPHER,AM-3634,1,AUDITORIA FISCAL ADUANERA,3,3,5,9
1700368,27504015,LOPEZ,CHRISTOPHER,AM-3715,1,CONTROL DE COSTOS DE ALIMENTOS Y BEBIDAS,3,2,1,3
1700368,27504015,LOPEZ,CHRISTOPHER,AM-3715,1,CONTROL DE COSTOS DE ALIMENTOS Y BEBIDAS,3,4,1,2
1600790,27177763,GUTIERREZ GONZALEZ,HANNAH,AM-2530,1,INTEGRACION NUMEROMICA I,3,1,3,4
1600790,27177763,GUTIERREZ GONZALEZ,HANNAH,AM-2530,1,INTEGRACION NUMEROMICA I,3,3,3,4
1408980,24435926,NAVARRO,TAYLOR BRITTANY,FC-2704,1,INGLES VI,3,2,1,3
1408980,24435926,NAVARRO,TAYLOR BRITTANY,FC-2704,1,INGLES VI,3,3,1,2
1508972,25379788,LOPEZ HERNANDEZ,MICHAEL CHRISTOPHER,AM-3624,1,CLASIFICACION ARANCELARIA II,4,1,5,7
1508972,25379788,LOPEZ HERNANDEZ,MICHAEL CHRISTOPHER,AM-3624,1,CLASIFICACION ARANCELARIA II,4,3,6,8
1700368,27504015,LOPEZ,CHRISTOPHER,AM-2720,1,FUNDAMENTOS DE HIGIENE,3,3,1,3
1700368,27504015,LOPEZ,CHRISTOPHER,AM-2720,1,FUNDAMENTOS DE HIGIENE,3,5,3,4
1505556,26274407,JIMENEZ LOPEZ,JAMES WILLIAM,FC-1581,4,LABORATORIO DE METAFISICA,2,2,6,8
1800709,28327929,RAMIREZ RAMIREZ,JOSHUA,FC-1512,1,DIVINATICA II,4,2,4,6
1800709,28327929,RAMIREZ RAMIREZ,JOSHUA,FC-1512,1,DIVINATICA II,4,4,4,6
1408980,24435926,NAVARRO,TAYLOR BRITTANY,AM-4719,1,FORMULACION Y EVALUACION DE PROYECTOS,3,1,1,2
1408980,24435926,NAVARRO,TAYLOR BRITTANY,AM-4719,1,FORMULACION Y EVALUACION DE PROYECTOS,3,4,5,6
1600790,27177763,GUTIERREZ GONZALEZ,HANNAH,AM-2631,2,LEGISLACION ADUANERA,3,1,5,8
1600410,26748675,CASTILLO GUTIERREZ,ELIZABETH,AM-3540,1,SEGUROS DE TRANSPORTE DE MERCANCIAS,3,3,1,2
1600410,26748675,CASTILLO GUTIERREZ,ELIZABETH,AM-3540,1,SEGUROS DE TRANSPORTE DE MERCANCIAS,3,4,9,10
1700368,27504015,LOPEZ,CHRISTOPHER,AM-2719,1,OPERACION DEL SERVICIO DE AMA DE LLAVES,3,1,5,6
1700368,27504015,LOPEZ,CHRISTOPHER,AM-2719,1,OPERACION DEL SERVICIO DE AMA DE LLAVES,3,2,5,7
1800575,27380909,DIAZ,REBECCA SAMANTHA,FC-1129,2,DIVINATICA I ,4,3,4,6
1800575,27380909,DIAZ,REBECCA SAMANTHA,FC-1129,2,DIVINATICA I ,4,5,4,6
1700368,27504015,LOPEZ,CHRISTOPHER,AM-3714,1,LEGISLACION APLICADA A LA HOSPITALIDAD,3,1,1,2
1700368,27504015,LOPEZ,CHRISTOPHER,AM-3714,1,LEGISLACION APLICADA A LA HOSPITALIDAD,3,4,5,6
1800309,26322593,RUIZ RODRIGUEZ,AMANDA JESSICA,FC-1512,1,DIVINATICA II,4,2,4,6
1800309,26322593,RUIZ RODRIGUEZ,AMANDA JESSICA,FC-1512,1,DIVINATICA II,4,4,4,6
1600235,27323009,GOMEZ HERNANDEZ,JACOB DAVID,TI-2320,1,ARTEFACTOS DE FABRICACION,4,3,7,8
1600235,27323009,GOMEZ HERNANDEZ,JACOB DAVID,TI-2320,1,ARTEFACTOS DE FABRICACION,4,4,1,3
1600251,27977887,VACA,MICHAEL RYAN,FC-1527,1,METAFISICA II,3,2,1,3
1600251,27977887,VACA,MICHAEL RYAN,FC-1527,1,METAFISICA II,3,4,1,2
1800309,26322593,RUIZ RODRIGUEZ,AMANDA JESSICA,FC-1513,1,METAFISICA I,3,1,2,4
1800309,26322593,RUIZ RODRIGUEZ,AMANDA JESSICA,FC-1513,1,METAFISICA I,3,4,2,3
1800309,26322593,RUIZ RODRIGUEZ,AMANDA JESSICA,FC-1515,1,LENGUAJE II,3,3,1,3
1700716,26663458,SANCHEZ HERNANDEZ,BRIANNA TAYLOR,FC-1527,1,METAFISICA II,3,2,1,3
1700716,26663458,SANCHEZ HERNANDEZ,BRIANNA TAYLOR,FC-1527,1,METAFISICA II,3,4,1,2
1600643,27252364,ALVAREZ HERNANDEZ,SARAH ASHLEY,TI-2501,1,VAPORICA I,3,2,3,5
